asin	title	subtitle	extended_product_description	authors	narrators	series_title	series_sequence	genres	runtime_length_min	is_finished	percent_complete	rating	num_ratings	date_added	release_date	cover_url	purchase_date
B08NQ2CDCJ	The Underdog Advantage	Rewrite Your Future by Turning Your Disadvantages into Your Superpowers		Dean Graziosi	Dean Graziosi			Business & Careers, Management & Leadership, Leadership	208	True	0.0	4.8	250	2022-05-19T07:41:17.444Z	2020-11-17	https://m.media-amazon.com/images/I/510RApBmFkL._SL500_.jpg	2022-05-19T07:41:17.444Z
B08QNKZXZ9	A Theory of Human Motivation			Abraham H. Maslow	Troy W. Hudson			Health & Wellness, Psychology & Mental Health, Psychology, Psychotherapy	59	True	0.0	4.5	123	2022-09-05T15:55:35.345Z	2020-12-15	https://m.media-amazon.com/images/I/51pQ-HfqTsL._SL500_.jpg	2022-09-05T15:55:35.345Z
B09DTM7NYG	Life Force	How New Breakthroughs in Precision Medicine Can Transform the Quality of Your Life & Those You Love		Tony Robbins, Peter H. Diamandis, Robert Hariri	Jeremy Bobb, Tony Robbins, Peter H. Diamandis, Ray Kurzweil, Cassandra Campbell			Health & Wellness, Aging & Longevity, Health & Wellness, Hygiene & Healthy Living, Politics & Social Sciences, Sociology, Relationships, Parenting & Personal Development, Personal Development, Personal Success	1370	False	25.0	4.7	2884	2022-02-16T13:44:12.684Z	2022-02-08	https://m.media-amazon.com/images/I/51xBwcFv8jL._SL500_.jpg	2022-02-16T13:44:12.684Z
B09JXTM5G3	How Are You, Really?	Living Your Truth One Answer at a Time		Jenna Kutcher	Jenna Kutcher			Business & Careers, Marketing & Sales, Marketing, Relationships, Parenting & Personal Development, Personal Development, Personal Success	547	True	0.0	4.6	666	2022-06-28T07:01:42.775Z	2022-06-28	https://m.media-amazon.com/images/I/41L6rmjw1cL._SL500_.jpg	2022-06-28T07:01:42.775Z
B09XJ4SH4D	The Power of One More	The Ultimate Guide to Happiness and Success		Ed Mylett	Ed Mylett			Business & Careers, Management & Leadership, Mentoring & Coaching, Business & Careers, Career Success, Motivation & Self-Improvement, Relationships, Parenting & Personal Development, Personal Development, Personal Success	319	False	0.0	4.8	6826	2022-07-05T07:05:34.928Z	2022-07-05	https://m.media-amazon.com/images/I/413Oyid90JL._SL500_.jpg	2022-07-05T07:05:34.928Z
B0B9FDP91V	Winning the Week	How to Plan a Successful Week, Every Week		Carey Bentley, Demir Bentley	Demir Bentley			Relationships, Parenting & Personal Development, Personal Development, Personal Success, Relationships, Parenting & Personal Development, Personal Development, Time Management	320	True	99.0	4.7	82	2023-11-08T08:34:01.738Z	2022-08-11	https://m.media-amazon.com/images/I/41DQQ31ADEL._SL500_.jpg	2023-11-08T08:34:01.738Z
B0B9YQSJ25	The Worthy Mind	Transform Your Mindset. Strengthen Self-Worth.		Meadow DeVor	Meadow DeVor			Business & Careers, Career Success, Motivation & Self-Improvement, Relationships, Parenting & Personal Development, Personal Development, Personal Success	314	False	0.0	4.4	378	2023-06-06T09:43:13.000Z	2022-11-17	https://m.media-amazon.com/images/I/41lAmqjD2ML._SL500_.jpg	2023-06-06T09:43:13.000Z
B0CV4C27HC	We Who Wrestle with God	Perceptions of the Divine		Jordan B. Peterson	Jordan B. Peterson			Health & Wellness, Psychology & Mental Health, Psychology, Relationships, Parenting & Personal Development, Personal Development, Personal Success, Religion & Spirituality, Christianity, Bibles & Bible Study, Bible Study, Meditations, Religion & Spirituality, Christianity, Bibles & Bible Study, Bible Study, Old Testament, Religion & Spirituality, Judaism	1513	False	2.0	4.6	1204	2025-05-05T12:52:29.646Z	2024-11-19	https://m.media-amazon.com/images/I/41bqnVIOnSL._SL500_.jpg	2025-05-05T12:52:29.646Z
B0DDV38S83	All About Darts	The ultimate guide to the world's greatest sport		Russ Bray	Russ Bray			Sports & Outdoors, Sports History	241	True	99.0	5.0	1	2026-01-30T10:40:56.776Z	2024-11-07	https://m.media-amazon.com/images/I/51Zj3su13dL._SL500_.jpg	2026-01-30T10:40:56.776Z
B0DHJ42H6Z	Don't Believe Everything You Think (Expanded Edition)	Why Your Thinking Is The Beginning & End Of Suffering		Joseph Nguyen	Joseph Nguyen			Health & Wellness, Psychology & Mental Health, Mental Health, Anxiety Disorders, Relationships, Parenting & Personal Development, Personal Development, Personal Success, Relationships, Parenting & Personal Development, Personal Development, Self-Esteem	156	True	99.0	4.5	1963	2025-10-03T05:35:17.997Z	2024-10-29	https://m.media-amazon.com/images/I/51zQOlIfX5L._SL500_.jpg	2025-10-03T05:35:17.997Z
