ID,Title,Content,"Post Type",_et_pb_use_builder,_tribe_modified_fields,_et_pb_old_content,_VenueOrigin,_EventShowMapLink,_EventShowMap,_VenueShowMapLink,_VenueShowMap,_VenueAddress,_VenueCity,_VenueCountry,_VenueProvince,_VenueState,_VenueZip,_VenuePhone,_VenueURL,_VenueStateProvince
29334,"Sanders Schurtje",,tribe_venue,,"a:16:{s:18:""_et_pb_use_builder"";i:1720690569;s:18:""_et_pb_old_content"";i:1720690569;s:12:""_VenueOrigin"";i:1720690569;s:17:""_EventShowMapLink"";i:1720690569;s:13:""_EventShowMap"";i:1720690569;s:17:""_VenueShowMapLink"";i:1720690569;s:13:""_VenueShowMap"";i:1720690569;s:13:""_VenueAddress"";i:1720690569;s:10:""_VenueCity"";i:1720690569;s:13:""_VenueCountry"";i:1720690569;s:14:""_VenueProvince"";i:1720690569;s:11:""_VenueState"";i:1720690569;s:9:""_VenueZip"";i:1720690569;s:11:""_VenuePhone"";i:1720690569;s:9:""_VenueURL"";i:1720690569;s:19:""_VenueStateProvince"";i:1720690569;}",,events-calendar,false,false,false,false,"huismanstraat 34",Huissen,Netherlands,Gelderland,,"6832 BE",0644197033,https://gewoonsander.nl/,Gelderland
